Pattern,Workload,RunID,StepIndex,Timestamp,Energy (Joules)
Gateway Offloading,High,20250707_121101,15,1751882910.488,3078.88666666667
Gateway Offloading,High,20250707_121101,16,1751882920.488,3078.88666666667
Gateway Offloading,High,20250707_121101,17,1751882930.488,3133.05333333333
Gateway Offloading,High,20250707_121101,18,1751882940.488,3133.05333333333
Gateway Offloading,High,20250707_121101,19,1751882950.488,3133.05333333333
Gateway Offloading,High,20250707_121101,20,1751882960.488,3289.55
Gateway Offloading,High,20250707_121101,21,1751882970.488,3289.55
Gateway Offloading,High,20250707_121101,22,1751882980.488,3289.55
Gateway Offloading,High,20250707_121101,23,1751882990.488,3778.41
Gateway Offloading,High,20250707_121101,24,1751883000.488,3778.41
Gateway Offloading,High,20250707_121101,25,1751883010.488,3778.41
Gateway Offloading,High,20250707_121101,26,1751883020.488,4256.99333333333
Gateway Offloading,High,20250707_121101,27,1751883030.488,4256.99333333333
Gateway Offloading,High,20250707_121101,28,1751883040.488,4256.99333333333
Gateway Offloading,High,20250707_121101,29,1751883050.488,4464.26
Gateway Offloading,High,20250707_121101,30,1751883060.488,4464.26
Request Collapsing,Low,20250715_111147,0,1752570406.605,112.781033
Request Collapsing,Low,20250715_111147,1,1752570416.605,120.255033
Request Collapsing,Low,20250715_111147,2,1752570426.605,116.9851728
Request Collapsing,Low,20250715_111147,3,1752570436.605,123.8035728
Request Collapsing,Low,20250715_111147,4,1752570446.605,130.6219728
Request Collapsing,Low,20250715_111147,5,1752570456.605,127.072267
Request Collapsing,Low,20250715_111147,6,1752570466.605,133.373267
Request Collapsing,Low,20250715_111147,7,1752570476.605,139.674267
Request Collapsing,Low,20250715_111147,8,1752570486.605,136.844159428571
Request Collapsing,Low,20250715_111147,9,1752570496.605,142.751016571429
Request Collapsing,Low,20250715_111147,10,1752570506.605,148.657873714286
Request Collapsing,Low,20250715_111147,11,1752570516.605,146.98658075
Request Collapsing,Low,20250715_111147,12,1752570526.605,152.60383075
Request Collapsing,Low,20250715_111147,13,1752570536.605,158.22108075
Request Collapsing,Low,20250715_111147,14,1752570546.605,157.144234
Request Collapsing,Low,20250715_111147,15,1752570556.605,158.726666666667
Request Collapsing,Low,20250715_111147,16,1752570566.605,158.726666666667
Request Collapsing,Low,20250715_111147,17,1752570576.605,145.126666666667
Request Collapsing,Low,20250715_111147,18,1752570586.605,145.126666666667
Request Collapsing,Low,20250715_111147,19,1752570596.605,145.126666666667
Request Collapsing,Low,20250715_111147,20,1752570606.605,129.823333333333
Request Collapsing,Low,20250715_111147,21,1752570616.605,129.823333333333
Request Collapsing,Low,20250715_111147,22,1752570626.605,129.823333333333
Request Collapsing,Low,20250715_111147,23,1752570636.605,117.176666666667
Request Collapsing,Low,20250715_111147,24,1752570646.605,117.176666666667
Request Collapsing,Low,20250715_111147,25,1752570656.605,117.176666666667
Request Collapsing,Low,20250715_111147,26,1752570666.605,103.786666666667
Request Collapsing,Low,20250715_111147,27,1752570676.605,103.786666666667
Request Collapsing,Low,20250715_111147,28,1752570686.605,103.786666666667
Request Collapsing,Low,20250715_111147,29,1752570696.605,100.256666666667
Request Collapsing,Low,20250715_111147,30,1752570706.605,100.256666666667
Request Collapsing,Low,20250715_111147,0,1752570406.605,832.543202
Request Collapsing,Low,20250715_111147,1,1752570416.605,841.399202
Request Collapsing,Low,20250715_111147,2,1752570426.605,1339.37879453333
Request Collapsing,Low,20250715_111147,3,1752570436.605,1350.2290612
Request Collapsing,Low,20250715_111147,4,1752570446.605,1361.07932786667
Request Collapsing,Low,20250715_111147,5,1752570456.605,2201.21089594444
Request Collapsing,Low,20250715_111147,6,1752570466.605,2228.46591183333
Request Collapsing,Low,20250715_111147,7,1752570476.605,2240.45141183333
Request Collapsing,Low,20250715_111147,8,1752570486.605,2504.43630504762
Request Collapsing,Low,20250715_111147,9,1752570496.605,2522.63716219048
Request Collapsing,Low,20250715_111147,10,1752570506.605,2540.83801933333
Request Collapsing,Low,20250715_111147,11,1752570516.605,3170.57731366667
Request Collapsing,Low,20250715_111147,12,1752570526.605,3191.51831366667
Request Collapsing,Low,20250715_111147,13,1752570536.605,3212.45931366667
Request Collapsing,Low,20250715_111147,14,1752570546.605,3798.65535911111
Request Collapsing,Low,20250715_111147,15,1752570556.605,3820.17713688889
Request Collapsing,Low,20250715_111147,16,1752570566.605,3837.69666666667
Request Collapsing,Low,20250715_111147,17,1752570576.605,4408.25150477778
Request Collapsing,Low,20250715_111147,18,1752570586.605,4422.54361588889
Request Collapsing,Low,20250715_111147,19,1752570596.605,4430.15
Request Collapsing,Low,20250715_111147,20,1752570606.605,4987.03394433333
Request Collapsing,Low,20250715_111147,21,1752570616.605,5001.65
Request Collapsing,Low,20250715_111147,22,1752570626.605,5001.65
Request Collapsing,Low,20250715_111147,23,1752570636.605,5493.07654877778
Request Collapsing,Low,20250715_111147,24,1752570646.605,5508.81333333333
Request Collapsing,Low,20250715_111147,25,1752570656.605,5508.81333333333
Request Collapsing,Low,20250715_111147,26,1752570666.605,6003.72731566667
Request Collapsing,Low,20250715_111147,27,1752570676.605,6019.12666666667
Request Collapsing,Low,20250715_111147,28,1752570686.605,6019.12666666667
Request Collapsing,Low,20250715_111147,29,1752570696.605,6030.61333333333
Request Collapsing,Low,20250715_111147,30,1752570706.605,6030.61333333333
Request Collapsing,Medium,20250715_114201,0,1752572221.549,190.126666666667
Request Collapsing,Medium,20250715_114201,1,1752572231.549,190.126666666667
Request Collapsing,Medium,20250715_114201,2,1752572241.549,190.126666666667
Request Collapsing,Medium,20250715_114201,3,1752572251.549,180.02
Request Collapsing,Medium,20250715_114201,4,1752572261.549,180.02
Request Collapsing,Medium,20250715_114201,5,1752572271.549,180.02
Request Collapsing,Medium,20250715_114201,6,1752572281.549,170.303333333333
Request Collapsing,Medium,20250715_114201,7,1752572291.549,170.303333333333
Request Collapsing,Medium,20250715_114201,8,1752572301.549,170.303333333333
Request Collapsing,Medium,20250715_114201,9,1752572311.549,160.656666666667
Request Collapsing,Medium,20250715_114201,10,1752572321.549,160.656666666667
Request Collapsing,Medium,20250715_114201,11,1752572331.549,160.656666666667
Request Collapsing,Medium,20250715_114201,12,1752572341.549,150.063333333333
Request Collapsing,Medium,20250715_114201,13,1752572351.549,150.063333333333
Request Collapsing,Medium,20250715_114201,14,1752572361.549,150.063333333333
Request Collapsing,Medium,20250715_114201,15,1752572371.549,141.146666666667
Request Collapsing,Medium,20250715_114201,16,1752572381.549,141.146666666667
Request Collapsing,Medium,20250715_114201,17,1752572391.549,141.146666666667
Request Collapsing,Medium,20250715_114201,18,1752572401.549,132.35
Request Collapsing,Medium,20250715_114201,19,1752572411.549,132.35
Request Collapsing,Medium,20250715_114201,20,1752572421.549,132.35
Request Collapsing,Medium,20250715_114201,21,1752572431.549,124.983333333333
Request Collapsing,Medium,20250715_114201,22,1752572441.549,124.983333333333
Request Collapsing,Medium,20250715_114201,23,1752572451.549,124.983333333333
Request Collapsing,Medium,20250715_114201,24,1752572461.549,118.85
Request Collapsing,Medium,20250715_114201,25,1752572471.549,118.85
Request Collapsing,Medium,20250715_114201,26,1752572481.549,118.85
Request Collapsing,Medium,20250715_114201,27,1752572491.549,116.77
Request Collapsing,Medium,20250715_114201,28,1752572501.549,116.77
Request Collapsing,Medium,20250715_114201,29,1752572511.549,116.77
Request Collapsing,Medium,20250715_114201,30,1752572521.549,118.766666666667
Request Collapsing,Medium,20250715_114201,0,1752572221.549,512.59
Request Collapsing,Medium,20250715_114201,1,1752572231.549,512.59
Request Collapsing,Medium,20250715_114201,2,1752572241.549,512.59
Request Collapsing,Medium,20250715_114201,3,1752572251.549,907.553333333334
Request Collapsing,Medium,20250715_114201,4,1752572261.549,907.553333333334
Request Collapsing,Medium,20250715_114201,5,1752572271.549,907.553333333334
Request Collapsing,Medium,20250715_114201,6,1752572281.549,1560.62333333333
Request Collapsing,Medium,20250715_114201,7,1752572291.549,1560.62333333333
Request Collapsing,Medium,20250715_114201,8,1752572301.549,1560.62333333333
Request Collapsing,Medium,20250715_114201,9,1752572311.549,2133.76
Request Collapsing,Medium,20250715_114201,10,1752572321.549,2133.76
Request Collapsing,Medium,20250715_114201,11,1752572331.549,2133.76
Request Collapsing,Medium,20250715_114201,12,1752572341.549,2648.20666666667
Request Collapsing,Medium,20250715_114201,13,1752572351.549,2648.20666666667
Request Collapsing,Medium,20250715_114201,14,1752572361.549,2648.20666666667
Request Collapsing,Medium,20250715_114201,15,1752572371.549,3148.18333333333
Request Collapsing,Medium,20250715_114201,16,1752572381.549,3148.18333333333
Request Collapsing,Medium,20250715_114201,17,1752572391.549,3148.18333333333
Request Collapsing,Medium,20250715_114201,18,1752572401.549,3665.10666666667
Request Collapsing,Medium,20250715_114201,19,1752572411.549,3665.10666666667
Request Collapsing,Medium,20250715_114201,20,1752572421.549,3665.10666666667
Request Collapsing,Medium,20250715_114201,21,1752572431.549,4271.22333333333
Request Collapsing,Medium,20250715_114201,22,1752572441.549,4271.22333333333
Request Collapsing,Medium,20250715_114201,23,1752572451.549,4271.22333333333
Request Collapsing,Medium,20250715_114201,24,1752572461.549,4783.66666666667
Request Collapsing,Medium,20250715_114201,25,1752572471.549,4783.66666666667
Request Collapsing,Medium,20250715_114201,26,1752572481.549,4783.66666666667
Request Collapsing,Medium,20250715_114201,27,1752572491.549,5284.81333333333
Request Collapsing,Medium,20250715_114201,28,1752572501.549,5284.81333333333
Request Collapsing,Medium,20250715_114201,29,1752572511.549,5284.81333333333
Request Collapsing,Medium,20250715_114201,30,1752572521.549,5406.12333333333
Request Collapsing,High,20250715_121256,0,1752574096.342,19.3657619999999
Request Collapsing,High,20250715_121256,1,1752574106.342,23.3957619999998
Request Collapsing,High,20250715_121256,2,1752574116.342,27.4257619999998
Request Collapsing,High,20250715_121256,3,1752574126.342,30.6400976999996
Request Collapsing,High,20250715_121256,4,1752574136.342,34.5655976999995
Request Collapsing,High,20250715_121256,5,1752574146.342,38.4910976999994
Request Collapsing,High,20250715_121256,6,1752574156.342,44.2229003999998
Request Collapsing,High,20250715_121256,7,1752574166.342,48.3155670666664
Request Collapsing,High,20250715_121256,8,1752574176.342,52.4082337333331
Request Collapsing,High,20250715_121256,9,1752574186.342,54.275526947692
Request Collapsing,High,20250715_121256,10,1752574196.342,58.206994185465
Request Collapsing,High,20250715_121256,11,1752574206.342,62.138461423238
Request Collapsing,High,20250715_121256,12,1752574216.342,62.4791161200001
Request Collapsing,High,20250715_121256,13,1752574226.342,66.1969161200001
Request Collapsing,High,20250715_121256,14,1752574236.342,69.9147161200001
Request Collapsing,High,20250715_121256,15,1752574246.342,71.9394452058598
Request Collapsing,High,20250715_121256,16,1752574256.342,75.5717583596756
Request Collapsing,High,20250715_121256,17,1752574266.342,79.2040715134914
Request Collapsing,High,20250715_121256,18,1752574276.342,82.6985283280962
Request Collapsing,High,20250715_121256,19,1752574286.342,86.3247967744369
Request Collapsing,High,20250715_121256,20,1752574296.342,89.9510652207776
Request Collapsing,High,20250715_121256,21,1752574306.342,92.0188307249999
Request Collapsing,High,20250715_121256,22,1752574316.342,95.5847057249999
Request Collapsing,High,20250715_121256,23,1752574326.342,99.1505807249999
Request Collapsing,High,20250715_121256,24,1752574336.342,103.839615408832
Request Collapsing,High,20250715_121256,25,1752574346.342,103.839615408832
Request Collapsing,High,20250715_121256,26,1752574356.342,103.839615408832
Request Collapsing,High,20250715_121256,27,1752574366.342,99.7462972359361
Request Collapsing,High,20250715_121256,28,1752574376.342,99.7462972359361
Request Collapsing,High,20250715_121256,0,1752574096.342,485.513589
Request Collapsing,High,20250715_121256,1,1752574106.342,586.548589
Request Collapsing,High,20250715_121256,2,1752574116.342,687.583589
Request Collapsing,High,20250715_121256,3,1752574126.342,1091.7569088
Request Collapsing,High,20250715_121256,4,1752574136.342,1231.6289088
Request Collapsing,High,20250715_121256,5,1752574146.342,1371.5009088
Request Collapsing,High,20250715_121256,6,1752574156.342,1625.6796336
Request Collapsing,High,20250715_121256,7,1752574166.342,1776.13030026667
Request Collapsing,High,20250715_121256,8,1752574176.342,1926.58096693333
Request Collapsing,High,20250715_121256,9,1752574186.342,2137.03588689573
Request Collapsing,High,20250715_121256,10,1752574196.342,2291.83284692107
Request Collapsing,High,20250715_121256,11,1752574206.342,2446.6298069464
Request Collapsing,High,20250715_121256,12,1752574216.342,2590.74399156
Request Collapsing,High,20250715_121256,13,1752574226.342,2744.90539156
Request Collapsing,High,20250715_121256,14,1752574236.342,2899.06679156
Request Collapsing,High,20250715_121256,15,1752574246.342,3121.54607450792
Request Collapsing,High,20250715_121256,16,1752574256.342,3279.15686555908
Request Collapsing,High,20250715_121256,17,1752574266.342,3436.76765661024
Request Collapsing,High,20250715_121256,18,1752574276.342,3668.94900911016
Request Collapsing,High,20250715_121256,19,1752574286.342,3829.8296715832
Request Collapsing,High,20250715_121256,20,1752574296.342,3990.71033405623
Request Collapsing,High,20250715_121256,21,1752574306.342,4158.524081625
Request Collapsing,High,20250715_121256,22,1752574316.342,4319.673456625
Request Collapsing,High,20250715_121256,23,1752574326.342,4480.822831625
Request Collapsing,High,20250715_121256,24,1752574336.342,4807.17886230051
Request Collapsing,High,20250715_121256,25,1752574346.342,4807.17886230051
Request Collapsing,High,20250715_121256,26,1752574356.342,4807.17886230051
Request Collapsing,High,20250715_121256,27,1752574366.342,4973.0615812534
Request Collapsing,High,20250715_121256,28,1752574376.342,4973.0615812534
Cache Aside,High,20250717_150309,0,1752757088.292,869.88
Cache Aside,High,20250717_150309,1,1752757098.292,869.88
Cache Aside,High,20250717_150309,2,1752757108.292,854.52
Cache Aside,High,20250717_150309,3,1752757118.292,854.52
Cache Aside,High,20250717_150309,4,1752757128.292,854.52
Cache Aside,High,20250717_150309,5,1752757138.292,839.833333333333
Cache Aside,High,20250717_150309,6,1752757148.292,839.833333333333
Cache Aside,High,20250717_150309,7,1752757158.292,839.833333333333
Cache Aside,High,20250717_150309,8,1752757168.292,814.34
Cache Aside,High,20250717_150309,9,1752757178.292,814.34
Cache Aside,High,20250717_150309,10,1752757188.292,814.34
Cache Aside,High,20250717_150309,11,1752757198.292,808.273333333333
Cache Aside,High,20250717_150309,12,1752757208.292,808.273333333333
Cache Aside,High,20250717_150309,13,1752757218.292,808.273333333333
Cache Aside,High,20250717_150309,14,1752757228.292,804.223333333333
Cache Aside,High,20250717_150309,15,1752757238.292,804.223333333333
Cache Aside,High,20250717_150309,16,1752757248.292,804.223333333333
Cache Aside,High,20250717_150309,17,1752757258.292,825.776666666667
Cache Aside,High,20250717_150309,18,1752757268.292,825.776666666667
Cache Aside,High,20250717_150309,19,1752757278.292,825.776666666667
Cache Aside,High,20250717_150309,20,1752757288.292,846.976666666667
Cache Aside,High,20250717_150309,21,1752757298.292,846.976666666667
Cache Aside,High,20250717_150309,22,1752757308.292,846.976666666667
Cache Aside,High,20250717_150309,23,1752757318.292,849.503333333333
Cache Aside,High,20250717_150309,24,1752757328.292,849.503333333333
Cache Aside,High,20250717_150309,25,1752757338.292,849.503333333333
Cache Aside,High,20250717_150309,26,1752757348.292,827.67
Cache Aside,High,20250717_150309,27,1752757358.292,827.67
Cache Aside,High,20250717_150309,28,1752757368.292,827.67
Cache Aside,High,20250717_150309,29,1752757378.292,818.073333333333
Cache Aside,High,20250717_150309,30,1752757388.292,818.073333333333
Cache Aside,High,20250717_150309,0,1752757088.292,3290.71
Cache Aside,High,20250717_150309,1,1752757098.292,3290.71
Cache Aside,High,20250717_150309,2,1752757108.292,2896.43333333333
Cache Aside,High,20250717_150309,3,1752757118.292,2896.43333333333
Cache Aside,High,20250717_150309,4,1752757128.292,2896.43333333333
Cache Aside,High,20250717_150309,5,1752757138.292,2824.73333333333
Cache Aside,High,20250717_150309,6,1752757148.292,2824.73333333333
Cache Aside,High,20250717_150309,7,1752757158.292,2824.73333333333
Cache Aside,High,20250717_150309,8,1752757168.292,2738.42666666667
Cache Aside,High,20250717_150309,9,1752757178.292,2738.42666666667
Cache Aside,High,20250717_150309,10,1752757188.292,2738.42666666667
Cache Aside,High,20250717_150309,11,1752757198.292,3014.03666666667
Cache Aside,High,20250717_150309,12,1752757208.292,3014.03666666667
Cache Aside,High,20250717_150309,13,1752757218.292,3014.03666666667
Cache Aside,High,20250717_150309,14,1752757228.292,3183.12333333333
Cache Aside,High,20250717_150309,15,1752757238.292,3183.12333333333
Cache Aside,High,20250717_150309,16,1752757248.292,3183.12333333333
Cache Aside,High,20250717_150309,17,1752757258.292,3152.68666666667
Cache Aside,High,20250717_150309,18,1752757268.292,3152.68666666667
Cache Aside,High,20250717_150309,19,1752757278.292,3152.68666666667
Cache Aside,High,20250717_150309,20,1752757288.292,3215.14
Cache Aside,High,20250717_150309,21,1752757298.292,3215.14
Cache Aside,High,20250717_150309,22,1752757308.292,3215.14
Cache Aside,High,20250717_150309,23,1752757318.292,3599.24333333333
Cache Aside,High,20250717_150309,24,1752757328.292,3599.24333333333
Cache Aside,High,20250717_150309,25,1752757338.292,3599.24333333333
Cache Aside,High,20250717_150309,26,1752757348.292,4099.83333333333
Cache Aside,High,20250717_150309,27,1752757358.292,4099.83333333333
Cache Aside,High,20250717_150309,28,1752757368.292,4099.83333333333
Cache Aside,High,20250717_150309,29,1752757378.292,4363.46666666667
Cache Aside,High,20250717_150309,30,1752757388.292,4363.46666666667
Cache Aside,Low,20250717_144612,0,1752756071.459,535.36186695
Cache Aside,Low,20250717_144612,1,1752756081.459,545.11336695
Cache Aside,Low,20250717_144612,2,1752756091.459,422.133253033333
Cache Aside,Low,20250717_144612,3,1752756101.459,454.835586366667
Cache Aside,Low,20250717_144612,4,1752756111.459,487.5379197
Cache Aside,Low,20250717_144612,5,1752756121.459,475.512851275
Cache Aside,Low,20250717_144612,6,1752756131.459,508.394601275
Cache Aside,Low,20250717_144612,7,1752756141.459,541.276351275
Cache Aside,Low,20250717_144612,8,1752756151.459,548.88199646
Cache Aside,Low,20250717_144612,9,1752756161.459,580.31619646
Cache Aside,Low,20250717_144612,10,1752756171.459,611.75039646
Cache Aside,Low,20250717_144612,11,1752756181.459,631.408436266667
Cache Aside,Low,20250717_144612,12,1752756191.459,662.267102933333
Cache Aside,Low,20250717_144612,13,1752756201.459,693.1257696
Cache Aside,Low,20250717_144612,14,1752756211.459,712.087322757143
Cache Aside,Low,20250717_144612,15,1752756221.459,742.438894185714
Cache Aside,Low,20250717_144612,16,1752756231.459,772.790465614286
Cache Aside,Low,20250717_144612,17,1752756241.459,793.1080065875
Cache Aside,Low,20250717_144612,18,1752756251.459,823.0803815875
Cache Aside,Low,20250717_144612,19,1752756261.459,899.17125
Cache Aside,Low,20250717_144612,20,1752756271.459,889.156666666667
Cache Aside,Low,20250717_144612,21,1752756281.459,889.156666666667
Cache Aside,Low,20250717_144612,22,1752756291.459,889.156666666667
Cache Aside,Low,20250717_144612,23,1752756301.459,845.706666666667
Cache Aside,Low,20250717_144612,24,1752756311.459,845.706666666667
Cache Aside,Low,20250717_144612,25,1752756321.459,845.706666666667
Cache Aside,Low,20250717_144612,26,1752756331.459,815.74
Cache Aside,Low,20250717_144612,27,1752756341.459,815.74
Cache Aside,Low,20250717_144612,28,1752756351.459,815.74
Cache Aside,Low,20250717_144612,29,1752756361.459,818.236666666667
Cache Aside,Low,20250717_144612,30,1752756371.459,818.236666666667
Cache Aside,Low,20250717_144612,0,1752756071.459,274.245931666667
Cache Aside,Low,20250717_144612,1,1752756081.459,271.629265
Cache Aside,Low,20250717_144612,2,1752756091.459,870.30336697
Cache Aside,Low,20250717_144612,3,1752756101.459,899.99026697
Cache Aside,Low,20250717_144612,4,1752756111.459,929.67716697
Cache Aside,Low,20250717_144612,5,1752756121.459,1759.54515883333
Cache Aside,Low,20250717_144612,6,1752756131.459,1826.51349216667
Cache Aside,Low,20250717_144612,7,1752756141.459,1893.4818255
Cache Aside,Low,20250717_144612,8,1752756151.459,2409.43193901429
Cache Aside,Low,20250717_144612,9,1752756161.459,2512.13008187143
Cache Aside,Low,20250717_144612,10,1752756171.459,2614.82822472857
Cache Aside,Low,20250717_144612,11,1752756181.459,3049.0562151
Cache Aside,Low,20250717_144612,12,1752756191.459,3164.2832151
Cache Aside,Low,20250717_144612,13,1752756201.459,3456.81
Cache Aside,Low,20250717_144612,14,1752756211.459,3681.20333333333
Cache Aside,Low,20250717_144612,15,1752756221.459,3681.20333333333
Cache Aside,Low,20250717_144612,16,1752756231.459,3681.20333333333
Cache Aside,Low,20250717_144612,17,1752756241.459,4285.21333333333
Cache Aside,Low,20250717_144612,18,1752756251.459,4285.21333333333
Cache Aside,Low,20250717_144612,19,1752756261.459,4285.21333333333
Cache Aside,Low,20250717_144612,20,1752756271.459,4853.42
Cache Aside,Low,20250717_144612,21,1752756281.459,4853.42
Cache Aside,Low,20250717_144612,22,1752756291.459,4853.42
Cache Aside,Low,20250717_144612,23,1752756301.459,5459.13
Cache Aside,Low,20250717_144612,24,1752756311.459,5459.13
Cache Aside,Low,20250717_144612,25,1752756321.459,5459.13
Cache Aside,Low,20250717_144612,26,1752756331.459,5961.87666666667
Cache Aside,Low,20250717_144612,27,1752756341.459,5961.87666666667
Cache Aside,Low,20250717_144612,28,1752756351.459,5961.87666666667
Cache Aside,Low,20250717_144612,29,1752756361.459,5959.58333333333
Cache Aside,Low,20250717_144612,30,1752756371.459,5959.58333333333
Cache Aside,Medium,20250717_145503,0,1752756603.276,1063.20666666667
Cache Aside,Medium,20250717_145503,1,1752756613.276,1063.20666666667
Cache Aside,Medium,20250717_145503,2,1752756623.276,1080.12666666667
Cache Aside,Medium,20250717_145503,3,1752756633.276,1080.12666666667
Cache Aside,Medium,20250717_145503,4,1752756643.276,1080.12666666667
Cache Aside,Medium,20250717_145503,5,1752756653.276,1085.87666666667
Cache Aside,Medium,20250717_145503,6,1752756663.276,1085.87666666667
Cache Aside,Medium,20250717_145503,7,1752756673.276,1085.87666666667
Cache Aside,Medium,20250717_145503,8,1752756683.276,1059.88666666667
Cache Aside,Medium,20250717_145503,9,1752756693.276,1059.88666666667
Cache Aside,Medium,20250717_145503,10,1752756703.276,1059.88666666667
Cache Aside,Medium,20250717_145503,11,1752756713.276,1031.56666666667
Cache Aside,Medium,20250717_145503,12,1752756723.276,1031.56666666667
Cache Aside,Medium,20250717_145503,13,1752756733.276,1031.56666666667
Cache Aside,Medium,20250717_145503,14,1752756743.276,995.616666666667
Cache Aside,Medium,20250717_145503,15,1752756753.276,995.616666666667
Cache Aside,Medium,20250717_145503,16,1752756763.276,995.616666666667
Cache Aside,Medium,20250717_145503,17,1752756773.276,959.283333333333
Cache Aside,Medium,20250717_145503,18,1752756783.276,959.283333333333
Cache Aside,Medium,20250717_145503,19,1752756793.276,959.283333333333
Cache Aside,Medium,20250717_145503,20,1752756803.276,933.496666666667
Cache Aside,Medium,20250717_145503,21,1752756813.276,933.496666666667
Cache Aside,Medium,20250717_145503,22,1752756823.276,933.496666666667
Cache Aside,Medium,20250717_145503,23,1752756833.276,932.883333333333
Cache Aside,Medium,20250717_145503,24,1752756843.276,932.883333333333
Cache Aside,Medium,20250717_145503,25,1752756853.276,932.883333333333
Cache Aside,Medium,20250717_145503,26,1752756863.276,907.15
Cache Aside,Medium,20250717_145503,27,1752756873.276,907.15
Cache Aside,Medium,20250717_145503,28,1752756883.276,907.15
Cache Aside,Medium,20250717_145503,29,1752756893.276,898.28
Cache Aside,Medium,20250717_145503,30,1752756903.276,898.28
Cache Aside,Medium,20250717_145503,0,1752756603.276,1017.57666666667
Cache Aside,Medium,20250717_145503,1,1752756613.276,1017.57666666667
Cache Aside,Medium,20250717_145503,2,1752756623.276,684.44
Cache Aside,Medium,20250717_145503,3,1752756633.276,684.44
Cache Aside,Medium,20250717_145503,4,1752756643.276,684.44
Cache Aside,Medium,20250717_145503,5,1752756653.276,1030.26333333333
Cache Aside,Medium,20250717_145503,6,1752756663.276,1030.26333333333
Cache Aside,Medium,20250717_145503,7,1752756673.276,1030.26333333333
Cache Aside,Medium,20250717_145503,8,1752756683.276,1586.22
Cache Aside,Medium,20250717_145503,9,1752756693.276,1586.22
Cache Aside,Medium,20250717_145503,10,1752756703.276,1586.22
Cache Aside,Medium,20250717_145503,11,1752756713.276,2134.46666666667
Cache Aside,Medium,20250717_145503,12,1752756723.276,2134.46666666667
Cache Aside,Medium,20250717_145503,13,1752756733.276,2134.46666666667
Cache Aside,Medium,20250717_145503,14,1752756743.276,2657.00666666667
Cache Aside,Medium,20250717_145503,15,1752756753.276,2657.00666666667
Cache Aside,Medium,20250717_145503,16,1752756763.276,2657.00666666667
Cache Aside,Medium,20250717_145503,17,1752756773.276,3190.67666666667
Cache Aside,Medium,20250717_145503,18,1752756783.276,3190.67666666667
Cache Aside,Medium,20250717_145503,19,1752756793.276,3190.67666666667
Cache Aside,Medium,20250717_145503,20,1752756803.276,3640.18
Cache Aside,Medium,20250717_145503,21,1752756813.276,3640.18
Cache Aside,Medium,20250717_145503,22,1752756823.276,3640.18
Cache Aside,Medium,20250717_145503,23,1752756833.276,4210.06666666667
Cache Aside,Medium,20250717_145503,24,1752756843.276,4210.06666666667
Cache Aside,Medium,20250717_145503,25,1752756853.276,4210.06666666667
Cache Aside,Medium,20250717_145503,26,1752756863.276,4753.79666666667
Cache Aside,Medium,20250717_145503,27,1752756873.276,4753.79666666667
Cache Aside,Medium,20250717_145503,28,1752756883.276,4753.79666666667
Cache Aside,Medium,20250717_145503,29,1752756893.276,5033.69
Cache Aside,Medium,20250717_145503,30,1752756903.276,5033.69
