Pattern,Workload,RunID,StepIndex,Timestamp,Energy (Joules)
Cache Aside,Medium,20250707_110255,27,1751878944.789,4725.13666666667
Cache Aside,Medium,20250707_110255,28,1751878954.789,4725.13666666667
Cache Aside,Medium,20250707_110255,29,1751878964.789,5078.28666666667
Cache Aside,Medium,20250707_110255,30,1751878974.789,5078.28666666667
Cache Aside,Low,20250707_110843,0,1751879023.041,1027.65666666667
Cache Aside,Low,20250707_110843,1,1751879033.041,1027.65666666667
Cache Aside,Low,20250707_110843,2,1751879043.041,1027.65666666667
Cache Aside,Low,20250707_110843,3,1751879053.041,1056.09666666667
Cache Aside,Low,20250707_110843,4,1751879063.041,1056.09666666667
Cache Aside,Low,20250707_110843,5,1751879073.041,1056.09666666667
Cache Aside,Low,20250707_110843,6,1751879083.041,1053.74
Cache Aside,Low,20250707_110843,7,1751879093.041,1053.74
Cache Aside,Low,20250707_110843,8,1751879103.041,1053.74
Cache Aside,Low,20250707_110843,9,1751879113.041,1060.57
Cache Aside,Low,20250707_110843,10,1751879123.041,1060.57
Cache Aside,Low,20250707_110843,11,1751879133.041,1060.57
Cache Aside,Low,20250707_110843,12,1751879143.041,1058.7
Cache Aside,Low,20250707_110843,13,1751879153.041,1058.7
Cache Aside,Low,20250707_110843,14,1751879163.041,1058.7
Cache Aside,Low,20250707_110843,15,1751879173.041,1062.32
Cache Aside,Low,20250707_110843,16,1751879183.041,1062.32
Cache Aside,Low,20250707_110843,17,1751879193.041,1062.32
Cache Aside,Low,20250707_110843,18,1751879203.041,1060.80333333333
